#play delay
31.525291 0.092327
36.525291 0.000000
41.779311 0.254020
47.236870 0.457559
52.778506 0.541636
97.911051 0.132545
103.197310 0.286259
108.431800 0.234490
128.431800 0.000000
133.533397 0.101597
138.722839 0.189442
163.897909 0.175070
169.027611 0.129702
194.214546 0.186935
199.342187 0.127641
219.547811 0.205624
224.714250 0.166439
264.903685 0.189435
564.990247 0.086562
570.273723 0.283476
575.356896 0.083173
580.484038 0.127142
585.632595 0.148557
590.807481 0.174886
595.887268 0.079787
600.961121 0.073853
606.055885 0.094764
611.096257 0.040372
616.158169 0.061912
621.225452 0.067283
626.302907 0.077455
631.418049 0.115142
636.525409 0.107360
641.927528 0.402119
647.524535 0.597007
652.829080 0.304545
658.080325 0.251245
668.163475 0.083150
673.367159 0.203684
678.756275 0.389116
684.014619 0.258344
694.217748 0.203129
699.532358 0.314610
704.572719 0.040361
709.632928 0.060209
714.817071 0.184143
720.127059 0.309988
725.459355 0.332296
730.685399 0.226044
735.778310 0.092911
740.858368 0.080058
745.939508 0.081140
751.042049 0.102541
756.074112 0.032063
886.076323 0.002211
