3.267425    262        1326       3.527      1.57     3      
3.272346    876        109        23.050     1.56     2      
3.304527    265        6883       39.179     1.53     1      
3.350589    371        5303       20.787     1.59     3      
3.355873    346        7117       15.248     1.60     2      
3.416102    828        19455      19.964     1.61     3      
3.421873    651        6262       106.138    1.58     2      
3.487632    334        805        22.302     1.62     2      
3.498473    670        1124       6.130      1.63     2      
3.579986    369        2378       57.854     1.64     2      
3.644218    427        688        1.498      1.66     3      
3.660895    346        7160       13.278     1.67     4      
3.676809    427        559        8.899      1.66     3      
3.699588    427        682        1.917      1.66     3      
3.720507    1436       4995       105.721    1.65     2      
3.883339    407        2150       2.691      1.68     2      
3.919802    886        4182       23.086     1.69     2      
3.934692    2871       2154       9.038      1.70     2      
3.976386    443        996        2.394      1.72     4      
3.983663    377        3652       4.134      1.73     4      
4.053577    2871       12265      114.118    1.70     7      
4.057010    877        3865       107.266    1.71     6      
4.076548    278        150        26.155     1.77     5      
4.119736    425        21202      72.267     1.74     5      
4.219205    425        2440       56.736     1.79     5      
4.226081    390        18715      176.834    1.75     5      
4.280696    347        9829       163.808    1.78     3      
4.315220    319        370        14.313     1.81     4      
4.315475    398        245231     265.279    1.76     4      
4.315696    443        3453       32.876     1.80     4      
4.357055    428        11631      18.066     1.82     4      
4.357278    469        1311       9.624      1.83     4      
4.389652    1041       7664       10.330     1.85     3      
4.397820    498        138        0.950      1.86     3      
4.465007    426        16577      109.306    1.84     5      
4.469948    434        707        6.238      1.89     5      
4.471015    943        142        3.767      1.90     5      
4.474880    1799       104        16.364     1.88     3      
4.479183    331        11370      21.995     1.87     2      
4.496994    434        2018       7.662      1.91     2      
4.504975    466        142        2.072      1.92     2      
4.571255    390        2493       3.639      1.93     2      
4.592159    196        4348       5.336      1.94     3      
4.628795    714        37844      40.129     1.95     2      
4.642136    684        268        3.680      1.96     2      
4.686656    247        207        0.835      1.98     3      
4.713014    378        463        6.381      1.100    4      
4.727414    429        600        21.494     1.99     3      
4.727619    948        23801      47.841     1.97     3      
4.740507    418        459        8.621      1.101    2      
4.767585    409        10496      11.607     1.102    4      
4.774597    1411       466        12.572     1.103    4      
4.779075    373        7261       15.296     1.104    3      
4.780976    447        1544       8.323      1.105    3      
4.799838    528        639        4.543      1.106    3      
4.823965    373        578        2.055      1.104    2      
4.895659    431        773        1.707      1.107    2      
4.931911    407        892        11.078     1.108    2      
4.959956    298        990        7.541      1.109    2      
5.022040    343        1150       2.481      1.110    2      
5.051856    445        15562      19.953     1.111    4      
5.054024    2248       5646       20.959     1.112    3      
5.073179    391        1076       12.538     1.114    3      
5.082518    1884       4244       6.585      1.115    4      
5.095565    893        11862      48.385     1.113    3      
5.206792    352        113        2.292      1.117    4      
5.211987    342        844        12.665     1.116    3      
5.283905    339        13220      18.626     1.119    5      
5.284478    342        2740       28.214     1.116    4      
5.315833    372        43         100.492    1.118    3      
5.371396    341        934        4.105      1.120    4      
5.391896    415        518        23.238     1.121    3      
5.507666    470        12033      14.042     1.123    4      
5.518536    929        13619      25.000     1.122    3      
5.573884    369        1010       3.184      1.124    4      
5.581691    453        4239       8.804      1.125    4      
5.604266    354        24632      23.612     1.126    4      
5.604841    283        311        20.175     1.127    3      
5.639141    319        125        1.983      1.129    4      
5.725067    398        161        100.607    1.128    4      
5.736527    431        114        5.553      1.131    4      
5.758342    490        7020       106.616    1.130    3      
5.825086    82         939        24.993     1.133    4      
5.825286    340        36122      32.502     1.132    4      
5.860290    425        4002       20.436     1.135    4      
5.882923    283        12198      44.100     1.134    4      
5.970658    1291       70         101.345    1.136    4      
5.973878    497        475        2.883      1.138    4      
5.980356    448        281        1.799      1.140    5      
6.005015    842        1209       101.961    1.137    6      
6.007688    417        702        3.490      1.142    5      
6.020298    384        2361       16.561     1.141    6      
6.031938    834        13079      14.048     1.144    7      
6.034332    845        141        10.868     1.145    6      
6.034738    341        465        18.703     1.143    6      
6.044842    226        1194       66.624     1.139    4      
6.052644    667        10065      24.589     1.146    3      
6.096348    340        2334       3.655      1.147    3      
6.122046    411        517        1.318      1.148    3      
6.173593    429        18029      47.767     1.149    3      
6.372928    518        65         100.626    1.150    3      
6.462907    301        144        11.847     1.152    4      
6.511207    362        5763       7.901      1.154    5      
6.539310    276        32528      37.174     1.153    4      
6.544633    365        144        100.567    1.151    3      
6.553217    416        5000       6.624      1.155    4      
6.581826    365        144        1.966      1.151    4      
6.592955    427        4959       22.087     1.156    3      
6.693274    325        10780      92.481     1.157    3      
7.006344    378        14116      13.808     1.158    4      
7.022733    614        3533       4.949      1.160    4      
7.091745    476        122        87.031     1.159    3      
7.123511    400        415        8.276      1.161    3      
7.152093    398        761        4.817      1.163    4      
7.152738    808        1758       6.050      1.162    3      
7.212778    706        895        3.218      1.165    5      
7.220427    366        180        4.273      1.170    8      
7.246194    338        1521       30.850     1.169    10     
7.246596    539        29902      31.426     1.168    10     
7.261819    985        317        90.697     1.164    8      
7.263009    487        20663      53.429     1.166    8      
7.263079    770        1080       20.772     1.171    7      
7.272942    310        5848       27.126     1.173    9      
7.275185    447        1632       5.008      1.177    8      
7.286482    512        1752       9.277      1.178    8      
7.286908    487        6925       17.177     1.176    8      
7.331530    439        17380      116.361    1.167    6      
7.334702    281        4678       71.121     1.174    5      
7.347460    393        617        78.688     1.175    4      
7.354616    875        150        109.553    1.172    3      
7.433390    474        1100       46.568     1.179    3      
7.569941    514        903        11.129     1.180    4      
7.658096    426        39413      34.815     1.182    5      
7.686126    474        1315       72.359     1.179    4      
7.721032    1513       342        101.740    1.181    4      
7.831018    346        35730      43.951     1.183    5      
7.836052    1181       212        23.488     1.184    4      
7.982614    384        5768       6.378      1.185    4      
8.123859    407        12655      13.411     1.186    5      
8.150135    407        6829       14.184     1.186    6      
8.158690    396        160        15.449     1.188    6      
8.160090    407        214        1.514      1.186    5      
8.183734    407        29         8.285      1.186    5      
8.214023    563        14299      98.505     1.187    4      
8.238859    512        10963      14.036     1.189    4      
8.268246    499        1220       3.225      1.190    4      
8.269096    474        464        6.089      1.179    3      
8.318289    391        83         6.065      1.114    3      
8.394217    474        1285       10.031     1.179    2      
8.416296    474        26         12.772     1.179    2      
8.435393    441        362        11.441     1.192    5      
8.441957    474        1137       9.000      1.179    4      
8.442323    505        4169       8.505      1.193    4      
8.522368    892        3200       103.690    1.191    2      
8.549319    892        6486       17.397     1.191    2      
8.581651    340        1435       5.284      1.194    3      
8.598699    892        2678       38.448     1.191    2      
8.712168    892        1959       5.132      1.191    2      
8.767311    892        6103       9.284      1.191    2      
8.848749    892        2142       12.757     1.191    2      
9.089245    411        389        1.720      1.195    2      
9.176035    2073       11712      16.687     1.196    2      
9.187084    391        2064       2.761      1.197    2      
9.306117    363        775        9.697      1.198    2      
9.328845    340        1697       4.686      1.199    2      
9.535464    421        151        2.254      1.200    2      
9.729016    429        127        100.605    1.201    2      
9.794465    408        2434       7.041      1.202    2      
9.800386    342        149        3.328      1.203    2      
9.804012    383        132        1.721      1.204    2      
9.843092    335        293        2.020      1.205    2      
9.855741    352        133        3.298      1.206    3      
9.884877    318        3222       3.937      1.207    3      
9.920434    335        999        2.386      1.205    2      
9.944958    335        96         5.371      1.205    2      
9.993003    505        7          3.541      1.208    2      
10.066520   913        13555      25.030     1.209    2      
10.247784   398        4449       19.553     1.211    4      
10.261851   1230       131        77.881     1.210    3      
10.287194   415        85         6.587      1.213    3      
10.297000   584        119        4.071      1.214    3      
10.310945   272        461        3.550      1.215    5      
10.332841   451        4215       104.149    1.212    4      
10.361936   584        119        10.055     1.214    3      
10.409810   452        329        100.785    1.216    3      
10.431924   382        8806       11.513     1.217    3      
10.439518   508        454        1.985      1.218    3      
10.455812   508        1882       2.955      1.218    3      
10.519964   584        119        0.886      1.214    3      
10.521982   259        727        21.724     1.219    4      
10.528288   259        1920       7.692      1.220    3      
10.544405   405        306        3.941      1.222    4      
10.553023   437        139        20.320     1.221    3      
10.595004   584        119        48.839     1.214    3      
10.663073   441        552        2.529      1.224    4      
10.757242   311        95420      182.505    1.223    4      
10.766354   768        6789       7.952      1.226    4      
10.775564   584        119        5.086      1.214    3      
10.801294   584        119        8.890      1.214    3      
10.811117   352        622        73.710     1.225    3      
10.842640   307        93         13.296     1.228    5      
10.842827   426        14010      16.124     1.227    5      
10.867032   386        374        13.233     1.230    6      
10.868274   2763       343        36.804     1.229    5      
10.877197   360        3558       5.864      1.232    5      
10.879643   307        93         10.478     1.228    4      
10.882939   307        93         1.575      1.228    4      
10.944714   449        739        79.128     1.231    5      
10.946663   366        31716      38.244     1.233    5      
10.947151   409        3747       33.489     1.234    6      
10.952838   294        532        5.920      1.236    6      
10.955035   870        4610       8.306      1.235    5      
10.960124   380        708        8.129      1.237    4      
11.038233   366        7492       9.225      1.233    3      
11.304691   369        187        36.935     1.238    4      
11.321227   87         7071       21.492     1.239    3      
11.372218   330        1038       12.871     1.240    3      
11.529982   584        119        44.234     1.214    3      
11.534141   770        4601       104.809    1.241    3      
11.701346   347        83         1.936      1.242    3      
11.875934   385        3730       7.099      1.243    3      
11.878816   584        119        1.864      1.214    2      
11.937516   499        152        42.985     1.244    3      
11.995837   584        119        7.038      1.214    2      
12.014025   327        654        4.365      1.245    3      
12.200925   867        22569      21.861     1.246    3      
12.262698   295        289        11.205     1.247    3      
12.495585   427        12381      12.738     1.248    3      
12.512369   346        1743       5.626      1.60     2      
12.541089   540        9609       10.384     1.249    3      
12.551868   358        276        1.433      1.251    4      
12.559825   137        1995       12.311     1.250    3      
12.575435   431        4975       10.808     1.252    5      
12.582550   757        6748       14.138     1.253    4      
12.607345   346        2256       4.218      1.60     3      
12.675988   426        873        103.432    1.254    2      
12.717766   280        1614       36.569     1.255    2      
12.752942   346        326        15.609     1.256    2      
12.906725   346        1936       102.018    1.256    2      
13.027993   346        4453       6.303      1.256    3      
13.119530   151        4862       104.490    1.257    3      
13.269431   993        5325       11.864     1.258    3      
13.392510   346        3643       3.968      1.256    3      
13.590728   395        440        2.028      1.260    4      
13.639403   338        9188       108.357    1.259    3      
13.688734   340        998        7.058      1.262    4      
13.751262   284        141        100.500    1.261    3      
13.798190   222        461        7.224      1.263    3      
13.902033   433        2659       25.563     1.264    3      
14.031834   287        3162       5.304      1.265    3      
14.091897   464        1965       2.598      1.266    3      
14.242687   431        272        4.559      1.268    4      
14.325489   458        469        100.902    1.267    4      
14.353845   385        135        100.576    1.269    3      
14.400487   317        258        4.949      1.270    3      
14.650462   510        584        53.022     1.271    3      
14.810426   345        3271       103.277    1.272    3      
14.823352   330        6414       7.096      1.273    3      
15.303618   396        121        15.117     1.274    3      
15.384435   545        1908       4.792      1.276    4      
15.387907   638        130        45.409     1.275    4      
15.424856   380        482        7.002      1.277    4      
15.449460   545        18192      19.229     1.276    3      
15.487128   603        130        6.531      1.279    4      
15.495652   303        821        32.646     1.278    3      
15.549344   334        356        1.558      1.280    5      
15.556795   424        103        8.587      1.281    4      
15.655364   1567       5954       107.057    1.282    4      
15.670657   503        515        2.496      1.284    4      
15.680275   392        217        2.514      1.286    5      
15.706195   973        589        86.538     1.283    4      
15.759619   102        16009      86.909     1.285    3      
15.796319   1607       259        5.175      1.287    3      
15.944062   420        340        48.260     1.288    3      
15.992919   447        207        3.133      1.290    4      
16.010507   384        7234       9.357      1.292    5      
16.025483   430        11027      63.888     1.289    5      
16.099652   310        118        100.502    1.291    4      
16.176990   475        1005       1.796      1.293    4      
16.187300   384        445        2.890      1.292    3      
16.208327   384        421        5.142      1.292    3      
16.213601   729        108        1.342      1.294    3      
16.287025   434        263        0.997      1.295    3      
16.364235   416        110        23.259     1.296    3      
16.404006   166        145        1.600      1.297    3      
16.549137   408        230        1.135      1.298    3      
16.651122   324        17919      32.766     1.299    3      
16.689654   161        12580      18.780     1.300    3      
16.847279   396        68462      112.187    1.301    4      
16.871268   418        2854       37.202     1.302    3      
17.050043   354        679        5.921      1.303    3      
17.258531   496        6672       9.031      1.304    3      
17.666587   343        41         100.467    1.305    3      
17.711793   288        4260       40.503     1.306    3      
17.734293   993        341        1.888      1.258    2      
17.861480   413        862        4.279      1.310    5      
17.861742   278        1360       10.464     1.307    5      
17.869878   255        560        2.924      1.311    4      
17.870685   925        430        13.504     1.309    3      
17.915167   393        2246       5.507      1.312    3      
17.931116   366        588        12.658     1.313    4      
17.940897   413        535        13.803     1.314    4      
17.962708   504        7140       106.723    1.308    3      
17.972310   878        1859       7.752      1.315    5      
17.995230   403        4998       29.820     1.316    4      
18.004648   388        830        4.348      1.317    4      
18.039298   366        2851       102.830    1.313    3      
18.064507   504        2455       3.522      1.308    2      
18.139012   404        102        1.488      1.318    2      
18.158866   287        589        2.281      1.319    3      
18.179260   396        1457       14.282     1.320    3      
18.239486   627        1191       6.945      1.321    3      
18.252573   404        102        100.469    1.318    2      
18.271982   392        4876       15.478     1.322    3      
18.337002   404        102        5.621      1.318    4      
18.376203   472        1748       102.064    1.323    4      
18.382816   958        3613       95.746     1.324    3      
18.387550   404        102        1.701      1.318    2      
18.444816   404        102        4.499      1.318    5      
18.463241   442        324        65.546     1.325    6      
18.476562   294        100        21.832     1.328    6      
18.481928   331        128        2.711      1.330    6      
18.506106   877        278        92.426     1.326    6      
18.511918   449        127        36.455     1.329    5      
18.519736   358        1783       4.341      1.332    5      
18.521480   354        312        77.201     1.327    4      
18.522170   361        419        37.064     1.331    3      
18.557946   333        2340       4.278      1.333    3      
18.609342   404        102        1.348      1.318    2      
18.638132   784        981        2.998      1.335    4      
18.670130   404        102        16.714     1.318    4      
18.672763   501        20164      18.516     1.336    3      
18.719512   294        4403       26.020     1.337    4      
18.734014   895        1252       102.038    1.334    3      
18.758076   208        151        13.116     1.338    3      
18.795652   332        8601       14.765     1.339    6      
18.796701   426        119        10.884     1.342    6      
18.799465   450        7383       13.863     1.341    6      
18.806302   277        145        22.926     1.340    5      
18.809545   476        510        10.464     1.344    4      
18.811789   234        123        14.324     1.343    3      
18.915192   429        122        44.247     1.345    3      
18.962633   889        130        2.687      1.346    3      
19.067204   435        231        51.944     1.347    3      
19.161756   456        162        2.689      1.349    4      
19.207807   841        1246       101.990    1.348    3      
19.270118   470        7320       7.274      1.350    3      
19.294141   372        219        9.229      1.351    3      
19.321430   300        15590      22.742     1.352    3      
19.391112   415        369        4.043      1.353    3      
19.474072   308        1759       12.843     1.356    5      
19.487241   447        118        45.031     1.355    5      
19.496976   308        1091       4.091      1.356    4      
19.527865   565        9546       108.889    1.354    4      
19.579306   506        108        3.403      1.357    5      
19.599415   308        3059       3.784      1.356    4      
19.667374   495        11449      14.926     1.359    6      
19.677002   132        230        13.536     1.360    5      
19.680773   565        3879       5.345      1.354    4      
19.685256   286        124        2.213      1.361    5      
19.689359   393        857        4.300      1.362    4      
19.703020   387        11650      12.945     1.363    4      
19.710458   486        4880       102.960    1.358    3      
19.825548   400        421        2.767      1.365    4      
19.844116   447        134        3.620      1.366    4      
19.853130   480        4277       104.222    1.364    3      
19.979266   272        34141      44.982     1.367    3      
20.044582   374        2443       16.401     1.368    3      
20.055631   1946       3722       5.931      1.369    3      
20.150359   334        8012       38.774     1.372    5      
20.150517   1065       1230       39.844     1.371    5      
20.184919   450        4655       78.507     1.370    3      
20.258770   318        2368       4.886      1.373    3      
20.292459   401        275        32.473     1.374    4      
20.362217   1780       23713      23.285     1.376    5      
20.366881   430        137        2.538      1.378    5      
20.385409   108        2197       102.164    1.375    4      
20.427696   203        2688       66.649     1.377    4      
20.441562   294        142        0.963      1.380    4      
20.496337   703        1233       6.145      1.381    4      
20.525882   691        24535      121.877    1.379    3      
20.546117   907        122        6.731      1.382    3      
20.684058   318        13593      33.183     1.383    4      
20.698044   315        19379      36.730     1.384    3      
20.760452   437        4095       5.945      1.385    3      
20.881317   437        9982       12.290     1.385    3      
21.105824   366        4925       6.444      1.386    4      
21.159776   437        818        1.765      1.385    3      
21.258840   437        2507       21.221     1.385    3      
21.331192   437        743        4.822      1.385    3      
21.461859   437        1338       101.580    1.385    3      
21.553938   456        215        1.523      1.388    4      
21.603525   386        4542       11.673     1.389    4      
21.650476   443        211        100.683    1.387    3      
21.748143   331        34028      34.588     1.390    3      
21.828109   267        1070       7.348      1.392    4      
21.857201   1706       6916       90.430     1.391    4      
21.865334   360        10438      19.003     1.393    3      
21.929469   419        334        7.657      1.394    3      
22.153807   199        1003       42.021     1.396    4      
22.170324   349        891        67.597     1.395    3      
22.254807   345        206        7.216      1.397    3      
22.269941   345        231        6.215      1.398    3      
22.494057   378        1856       3.383      1.399    3      
22.544224   1448       1851       20.363     1.400    4      
22.559992   88         1749       28.666     1.401    3      
22.681493   301        23991      62.838     1.403    5      
22.732882   695        7724       120.022    1.402    4      
22.745194   393        294        10.276     1.405    4      
22.745307   464        109981     125.999    1.404    4      
22.799342   410        1966       2.951      1.408    5      
22.834715   451        304        79.724     1.406    5      
22.879896   303        822        101.124    1.407    7      
22.884834   336        850        5.157      1.412    6      
22.925766   359        574        119.118    1.409    7      
22.935807   311        336        15.517     1.414    6      
22.936010   446        53814      79.709     1.411    6      
22.936984   261        1057       101.301    1.410    4      
22.952902   250        4055       6.226      1.415    4      
22.981425   241        2419       5.421      1.416    4      
23.016345   204        3786       112.406    1.413    3      
23.145048   341        621        33.051     1.417    3      
23.162162   392        155        6.404      1.418    3      
23.223839   286        2188       2.919      1.420    5      
23.225738   364        254        4.384      1.421    4      
23.241486   298        1244       21.229     1.419    4      
23.252639   417        11962      11.415     1.422    3      
23.348000   279        2916       20.028     1.423    3      
23.427408   429        149        11.861     1.424    3      
23.466126   399        6295       26.090     1.425    4      
23.472027   601        426        2.840      1.427    4      
23.507902   879        91         11.434     1.430    6      
23.508205   333        11059      12.235     1.429    6      
23.557261   468        7339       106.854    1.426    4      
23.571304   585        316        1.790      1.431    4      
23.583050   201        1121       101.314    1.428    3      
23.626916   392        6372       17.151     1.433    4      
23.634386   506        1497       6.173      1.434    4      
23.635289   360        504        36.943     1.432    3      
23.657371   364        232        3.463      1.435    4      
23.752095   378        16049      91.043     1.438    7      
23.756115   312        93         99.721     1.436    6      
23.780670   367        3161       119.297    1.439    5      
23.789263   346        30309      128.507    1.437    4      
23.795922   171        702        100.922    1.440    3      
23.847607   171        4997       17.707     1.440    3      
23.948868   436        1197       37.489     1.441    3      
24.087919   584        119        11.247     1.214    2      
24.190669   282        1129       2.358      1.443    3      
24.268344   382        23337      89.640     1.442    2      
24.334575   396        382        1.512      1.444    2      
24.341786   274        490        2.352      1.445    2      
24.450658   390        259        2.672      1.448    4      
24.450725   238        1652       15.197     1.446    4      
24.538702   63         167        100.344    1.447    3      
24.555845   238        302        100.496    1.446    2      
24.625876   972        220        5.335      1.449    2      
24.745165   448        23697      22.478     1.450    2      
24.770830   350        316        1.493      1.451    2      
25.067771   200        125        1.671      1.452    2      
25.304839   402        682        7.980      1.453    2      
25.346860   402        1580       20.765     1.453    2      
25.397101   402        521        36.566     1.453    2      
25.662593   402        456        12.646     1.453    5      
25.681233   363        1788       40.869     1.455    5      
25.712418   277        2413       57.968     1.456    6      
25.769557   477        7960       64.371     1.458    5      
25.794768   712        337474     306.281    1.454    5      
25.805801   293        265        110.641    1.457    4      
25.828577   402        2878       3.464      1.453    3      
25.839419   402        1132       1.775      1.453    3      
25.881480   402        864        3.164      1.453    3      
25.882486   477        535        1.746      1.458    2      
25.889859   305        1999       3.765      1.459    2      
26.079608   366        590        3.591      1.460    2      
26.151305   412        8031       12.385     1.461    2      
26.178031   84         7068       8.250      1.462    2      
26.290023   332        40058      53.257     1.464    3      
26.296405   303        101        100.483    1.463    2      
26.399624   768        581        3.080      1.465    2      
26.403468   247        645        3.617      1.466    2      
26.465900   504        537        23.104     1.467    2      
26.482009   894        15778      16.084     1.468    3      
26.621349   334        25288      23.764     1.469    3      
26.631500   504        1408       64.361     1.467    2      
26.687741   504        4758       21.708     1.467    2      
26.727436   219        149        2.658      1.470    2      
26.840032   315        6744       9.972      1.471    2      
26.842672   179        302        1.320      1.472    2      
26.856026   449        12387      12.717     1.473    2      
27.109944   468        247        3.561      1.474    2      
27.190444   307        48826      64.795     1.476    3      
27.219969   1327       118        101.412    1.475    2      
27.239812   179        662        3.671      1.477    2      
27.460689   315        2058       92.716     1.478    3      
27.463384   447        270        4.394      1.479    2      
27.627976   398        15720      18.023     1.480    2      
27.670691   254        21000      19.255     1.481    2      
27.821142   337        147        85.248     1.482    3      
27.865185   368        2826       102.907    1.483    3      
27.877768   356        670        24.739     1.484    2      
28.130604   393        7763       14.736     1.485    2      
28.176808   148        221        14.112     1.486    2      
28.252972   614        808        2.735      1.488    3      
28.276896   349        5630       17.728     1.489    3      
28.303452   372        53         86.175     1.487    3      
28.403013   280        1267       3.702      1.490    3      
28.429383   280        1116       5.836      1.490    3      
28.463891   349        844        10.086     1.489    2      
28.471421   508        83         1.370      1.491    3      
28.505340   345        16030      17.609     1.493    4      
28.508456   252        6791       36.323     1.492    3      
28.524073   371        127        1.512      1.494    3      
28.536847   349        252        8.936      1.489    2      
28.765389   428        73         35.514     1.495    2      
28.960949   179        2606       9.792      1.496    2      
28.975042   295        3268       6.616      1.497    2      
29.051614   470        5144       10.492     1.498    3      
29.108831   399        2157       3.068      1.499    3      
29.124080   295        1749       101.827    1.497    2      
29.247339   346        270        2.791      1.501    3      
29.291910   372        747        52.990     1.500    2      
29.384911   942        323        3.153      1.502    2      
29.498581   454        8000       12.627     1.503    2      
29.516937   312        968        3.039      1.504    2      
29.554772   256        22284      20.431     1.506    3      
29.644162   395        338        10.566     1.507    3      
29.644264   382        12952      111.930    1.505    3      
29.731462   181        11418      10.514     1.509    3      
29.783821   269        467        100.749    1.508    2      
29.899971   535        819        12.305     1.512    5      
29.900868   395        628        25.435     1.510    4      
29.908450   1868       498        9.210      1.513    4      
29.933805   395        782        18.906     1.510    3      
29.952002   359        338        3.531      1.514    6      
29.955034   432        454        6.495      1.516    5      
29.966561   395        677        19.384     1.510    4      
29.978184   1622       581        102.114    1.511    3      
30.021256   433        131        3.645      1.517    3      
30.051008   368        1932       102.479    1.515    2      
30.200341   442        9669       52.624     1.518    2      
30.327120   372        1471       2.467      1.519    2      
30.470494   311        144        1.055      1.520    2      
30.696639   324        415        11.960     1.521    2      
30.731599   316        63         5.894      1.522    2      
30.737892   437        65         3.708      1.523    3      
30.794055   335        13882      15.157     1.524    5      
30.795311   316        63         10.723     1.522    4      
30.799727   428        270        8.757      1.526    3      
30.872624   220        3319       62.698     1.528    4      
30.873070   274        14454      66.340     1.527    4      
30.873422   387        65791      84.144     1.525    4      
30.881730   199        425        1.413      1.529    2      
30.968489   356        45062      71.962     1.530    3      
30.973686   407        9152       36.981     1.531    2      
31.107829   371        227        100.638    1.532    2      
31.262163   522        318        7.118      1.533    2      
31.337750   373        406        1.812      1.534    2      
31.441468   361        3290       40.426     1.537    4      
31.543115   292        16755      171.803    1.535    7      
31.546959   341        117        31.477     1.540    7      
31.560035   149        154961     175.586    1.536    6      
31.563526   346        252        11.158     1.542    5      
31.563962   347        11761      62.736     1.539    5      
31.575662   443        2976       42.323     1.541    3      
31.639777   353        400        15.986     1.543    3      
31.691121   410        8729       11.578     1.545    4      
31.692689   85         2832       27.264     1.544    3      
31.719215   123        170        11.914     1.546    3      
31.756276   351        17694      301.487    1.538    2      
31.825611   974        645        7.819      1.547    2      
31.864902   237        116        2.444      1.548    2      
31.867136   65         64         1.326      1.549    2      
31.968567   167        11705      11.078     1.550    2      
31.996285   380        7509       12.258     1.551    2      
32.174952   413        238        42.697     1.552    3      
32.175112   378        11952      12.300     1.553    3      
32.250849   180        494        16.347     1.554    2      
32.264706   431        74         11.829     1.555    3      
32.267099   431        829        3.294      1.556    2      
32.336135   313        40         1.938      1.558    3      
32.339114   334        264        12.659     1.557    2      
32.357124   533        17870      17.008     1.559    4      
32.368858   382        137        24.826     1.561    3      
32.377116   371        876        3.904      1.562    3      
32.380333   361        419        37.587     1.560    2      
32.405549   417        2629       12.806     1.563    3      
32.497022   349        278        100.662    1.564    3      
32.498248   382        695        5.910      1.565    3      
32.506178   426        7948       7.708      1.567    3      
32.512540   306        652        15.008     1.566    2      
32.764833   354        5933       6.522      1.568    2      
32.811019   442        33868      32.596     1.569    3      
32.912459   378        1322       104.168    1.570    3      
32.927885   688        16394      35.261     1.571    2      
33.017230   412        1165       11.426     1.572    2      
33.056054   380        15574      21.272     1.573    2      
33.180762   459        6329       9.075      1.575    3      
33.195880   349        340        24.527     1.574    2      
33.220070   392        281        5.469      1.576    3      
33.232921   316        313        5.693      1.578    4      
33.235015   359        444        3.937      1.579    3      
33.256545   406        279        3.276      1.580    3      
33.343087   310        43507      54.458     1.582    4      
33.343419   424        2519       125.427    1.577    4      
33.343831   521        13875      69.953     1.581    4      
33.349742   360        2730       3.423      1.583    3      
33.369627   554        156        1.729      1.584    3      
