#play delay
15.128568 10.128568
20.128568 0.000000
50.537803 0.409235
56.504385 0.966582
63.541174 2.036789
70.396816 1.855642
75.821999 0.425183
81.513023 0.691024
87.695939 1.182916
96.073150 3.377211
103.181995 2.108845
109.609995 1.428000
114.958076 0.348081
120.050464 0.092388
135.341166 0.290702
150.678594 0.337428
171.026749 0.348155
176.503542 0.476793
181.693849 0.190307
191.814934 0.121085
206.866376 0.051442
212.063390 0.197014
217.106403 0.043013
222.726684 0.620281
227.923365 0.196681
233.447230 0.523865
253.650652 0.203422
279.567662 0.917010
284.610720 0.043058
289.637796 0.027076
329.698501 0.060705
339.728024 0.029523
349.746627 0.018603
354.895103 0.148476
369.902333 0.007230
374.956101 0.053768
380.025773 0.069672
425.043679 0.017906
430.316558 0.272879
445.484952 0.168394
460.691959 0.207007
470.992848 0.300889
476.178307 0.185459
506.188565 0.010258
516.188565 0.000000
