#play delay
12.094867 7.094867
42.708133 0.613266
53.731423 1.023290
59.442610 0.711187
66.120632 1.678022
72.152969 1.032337
82.726514 0.573545
89.481654 1.755140
97.459745 2.978091
103.893659 1.433914
109.621322 0.727663
114.982301 0.360979
120.069699 0.087398
130.069699 0.000000
135.335664 0.265965
150.661089 0.325425
171.021635 0.360546
176.490051 0.468416
181.688739 0.198688
191.847437 0.158698
206.857257 0.009820
211.997784 0.140527
217.031255 0.033471
222.653330 0.622075
227.767976 0.114646
233.304398 0.536422
253.471558 0.167160
258.471558 0.000000
279.402471 0.930913
284.490685 0.088214
289.585058 0.094373
329.677782 0.092724
339.684684 0.006902
354.808605 0.123921
379.858582 0.049977
384.882948 0.024366
430.142841 0.259893
445.425689 0.282848
460.629666 0.203977
470.989343 0.359677
476.164078 0.174735
506.227265 0.063187
