#play delay
6.547358 1.547358
33.715907 2.168549
41.390134 2.674227
47.829549 1.439415
54.230758 1.401209
59.745341 0.514583
67.342388 2.597047
73.526365 1.183977
84.187002 0.660637
96.345969 2.158967
102.312231 0.966262
113.102377 0.790146
164.012363 0.909986
169.233512 0.221149
194.416604 0.183092
214.813378 0.396774
219.839994 0.026616
260.013032 0.173038
310.392182 0.379150
315.643052 0.250870
320.825199 0.182147
340.860490 0.035291
346.010021 0.149531
366.296287 0.286266
456.867045 0.570758
462.263038 0.395993
467.692123 0.429085
473.489962 0.797839
494.437614 0.947652
499.895541 0.457927
505.106671 0.211130
510.411205 0.304534
535.496924 0.085719
541.109511 0.612587
546.293498 0.183987
551.685603 0.392105
557.407811 0.722208
564.349644 1.941833
804.455859 0.106215
809.775936 0.320077
815.235406 0.459470
820.659036 0.423630
826.015478 0.356442
831.369421 0.353943
836.707986 0.338565
842.230387 0.522401
847.824430 0.594043
853.461307 0.636877
859.098680 0.637373
864.765465 0.666785
870.388802 0.623337
875.948383 0.559581
881.391091 0.442708
886.914278 0.523187
892.498650 0.584372
