#play delay
8.452356 3.452356
18.452356 0.000000
46.284774 2.832418
53.295718 2.010944
59.605205 1.309487
67.794880 3.189675
74.507752 1.712872
79.743344 0.235592
85.655013 0.911669
90.944082 0.289069
98.415794 2.471712
104.763992 1.348198
110.469633 0.705641
116.123220 0.653587
121.459068 0.335848
161.841295 0.382227
167.589806 0.748511
173.260372 0.670566
178.441039 0.180667
183.890257 0.449218
189.317949 0.427692
194.898799 0.580850
200.349623 0.450824
210.448904 0.099281
215.768814 0.319910
220.783304 0.014490
255.916903 0.133599
261.054890 0.137987
306.134819 0.079929
311.552524 0.417705
316.767712 0.215188
321.969766 0.202054
337.081810 0.112044
347.170929 0.089119
367.351852 0.180923
452.500799 0.148947
462.717410 0.216611
472.826996 0.109586
492.922330 0.095334
498.623488 0.701158
503.948656 0.325168
509.745552 0.796896
540.585348 0.839796
545.689260 0.103912
551.039963 0.350703
556.370485 0.330522
562.030109 0.659624
567.364266 0.334157
817.448190 0.083924
822.485444 0.037254
827.591738 0.106294
832.664294 0.072556
837.737275 0.072981
842.858864 0.121589
847.941529 0.082665
853.050093 0.108564
858.138848 0.088755
863.322660 0.183812
868.517028 0.194368
873.711051 0.194023
879.080256 0.369205
884.390498 0.310242
889.661559 0.271061
