#play delay
31.138756 26.138756
171.632856 0.494100
178.953555 2.320699
187.184893 3.231338
195.915915 3.731022
204.523951 3.608036
213.113421 3.589470
221.827087 3.713666
230.306781 3.479694
238.903662 3.596881
247.625033 3.721371
256.370464 3.745431
265.023405 3.652941
273.231117 3.207712
281.394900 3.163783
289.484612 3.089712
297.297635 2.813023
305.128360 2.830725
312.902817 2.774457
320.653670 2.750853
327.954325 2.300655
335.263586 2.309261
342.524964 2.261378
349.792675 2.267711
357.117765 2.325090
364.463751 2.345986
371.678073 2.214322
378.594188 1.916115
385.558454 1.964266
392.367345 1.808891
399.363682 1.996337
406.171559 1.807877
413.067906 1.896347
419.996593 1.928687
426.708227 1.711634
433.568472 1.860245
440.481706 1.913234
446.839012 1.357306
453.245975 1.406963
459.809357 1.563382
466.197727 1.388370
472.714915 1.517188
478.996679 1.281764
485.398210 1.401531
491.782887 1.384677
498.242251 1.459364
504.588457 1.346206
510.979491 1.391034
517.316137 1.336646
523.633767 1.317630
530.004948 1.371181
536.326599 1.321651
542.630258 1.303659
548.987475 1.357217
555.348964 1.361489
561.196017 0.847053
567.045335 0.849318
572.928241 0.882906
578.834040 0.905799
584.721398 0.887358
590.666196 0.944798
596.523731 0.857535
602.404213 0.880482
608.344073 0.939860
614.366928 1.022855
620.292720 0.925792
626.166540 0.873820
631.999678 0.833138
637.930567 0.930889
643.920035 0.989468
649.894921 0.974886
1024.894921 0.000000
