#play delay
121.095671 116.095671
126.979384 0.883713
131.979384 0.000000
157.838121 0.858737
163.698313 0.860192
169.526004 0.827691
175.365322 0.839318
180.706936 0.341614
187.183660 1.476724
193.687231 1.503571
199.733748 1.046517
205.707254 0.973506
211.740459 1.033205
217.779895 1.039436
223.863141 1.083246
229.542266 0.679125
235.201453 0.659187
240.799903 0.598450
246.479157 0.679254
252.195408 0.716251
257.896107 0.700699
263.530871 0.634764
269.117893 0.587022
274.757810 0.639917
280.327925 0.570115
286.026051 0.698126
291.628596 0.602545
297.278394 0.649798
302.413917 0.135523
307.547662 0.133745
312.624415 0.076753
317.830605 0.206190
323.024181 0.193576
328.252173 0.227992
333.454308 0.202135
338.598404 0.144096
343.805995 0.207591
349.007136 0.201141
354.315896 0.308760
359.449254 0.133358
364.664545 0.215291
369.872028 0.207483
375.102402 0.230374
380.307681 0.205279
385.586053 0.278372
390.725533 0.139480
395.837724 0.112191
400.968546 0.130822
406.124010 0.155464
411.339783 0.215773
416.454107 0.114324
421.657466 0.203359
426.755186 0.097720
431.870012 0.114826
437.037845 0.167833
442.154599 0.116754
447.305665 0.151066
452.436341 0.130676
457.650274 0.213933
462.833650 0.183376
467.898480 0.064830
477.996587 0.098107
483.229866 0.233279
488.417152 0.187286
493.605341 0.188189
503.773401 0.168060
513.773401 0.000000
518.868329 0.094928
524.031843 0.163514
529.196735 0.164892
534.319384 0.122649
539.468037 0.148653
544.530038 0.062001
549.635257 0.105219
554.693265 0.058008
559.856642 0.163377
574.950887 0.094245
580.014078 0.063191
585.122831 0.108753
590.251010 0.128179
615.362339 0.111329
620.425676 0.063337
625.493384 0.067708
630.612864 0.119480
