#play delay
12.998086 7.998086
93.560725 0.562639
108.686833 0.126108
124.130668 0.443835
129.991758 0.861090
135.861901 0.870143
141.694455 0.832554
147.516518 0.822063
153.350159 0.833641
159.172124 0.821965
165.028739 0.856615
170.836943 0.808204
176.663503 0.826560
182.534005 0.870502
188.389793 0.855788
194.223690 0.833897
199.477170 0.253480
204.739803 0.262633
209.956097 0.216294
215.221209 0.265112
220.486756 0.265547
225.757065 0.270309
231.023645 0.266580
236.254000 0.230355
241.546489 0.292489
246.793349 0.246860
252.079141 0.285792
257.351565 0.272424
262.682097 0.330532
268.029050 0.346953
273.338281 0.309231
278.671648 0.333367
284.052019 0.380371
289.373124 0.321105
294.695313 0.322189
300.066454 0.371141
305.368420 0.301966
310.623280 0.254860
315.869422 0.246142
321.029669 0.160247
326.139976 0.110307
331.301406 0.161430
336.404160 0.102754
341.506329 0.102169
346.550927 0.044598
351.624419 0.073492
356.716742 0.092323
361.746053 0.029311
366.774074 0.028021
371.798286 0.024212
376.833223 0.034937
381.914455 0.081232
386.973065 0.058610
392.049106 0.076041
397.109818 0.060712
402.132611 0.022793
407.203364 0.070753
412.222453 0.019089
417.261342 0.038889
422.419173 0.157831
427.476690 0.057517
432.554661 0.077971
437.607172 0.052511
442.630675 0.023503
447.742855 0.112180
492.797330 0.054475
497.900117 0.102787
502.947319 0.047202
513.044262 0.096943
518.151276 0.107014
523.232466 0.081190
528.305363 0.072897
533.380650 0.075287
538.403702 0.023052
543.476497 0.072795
548.558039 0.081542
553.595014 0.036975
558.662873 0.067859
563.703654 0.040781
568.800247 0.096593
573.846080 0.045833
578.943699 0.097619
584.047542 0.103843
589.138175 0.090633
594.248742 0.110567
634.289355 0.040613
639.364600 0.075245
644.398730 0.034130
649.459638 0.060908
654.513435 0.053797
659.598297 0.084862
664.625842 0.027545
669.654388 0.028546
674.730838 0.076450
679.779215 0.048377
684.816342 0.037127
689.863033 0.046691
694.949850 0.086817
700.076379 0.126529
705.193067 0.116688
770.195236 0.002169
775.387375 0.192139
780.595707 0.208332
785.783433 0.187726
790.859253 0.075820
795.901972 0.042719
800.989981 0.088009
806.039387 0.049406
811.087864 0.048477
816.107902 0.020038
821.148571 0.040669
826.209228 0.060657
831.240364 0.031136
836.312835 0.072471
841.408819 0.095984
846.500843 0.092024
851.585829 0.084986
856.703486 0.117657
861.743565 0.040079
866.808032 0.064467
871.870428 0.062396
876.951280 0.080852
882.010786 0.059506
887.096208 0.085422
892.207988 0.111780
897.296404 0.088416
902.397643 0.101239
907.495108 0.097465
912.550136 0.055028
