#play delay
11.504032 6.504032
36.504032 0.000000
127.052242 0.548210
132.901262 0.849020
138.181338 0.280076
143.440632 0.259294
148.674618 0.233986
153.930299 0.255681
159.167387 0.237088
164.435838 0.268451
169.668491 0.232653
174.917291 0.248800
180.191299 0.274008
185.479371 0.288072
190.735285 0.255914
195.979095 0.243810
201.207338 0.228243
206.462786 0.255448
211.690506 0.227720
216.967324 0.276818
222.214433 0.247109
227.513238 0.298805
232.743373 0.230135
237.980527 0.237154
243.274781 0.294254
248.537453 0.262672
253.800393 0.262940
259.104704 0.304311
264.439340 0.334636
269.774573 0.335233
275.114691 0.340118
280.460640 0.345949
285.823558 0.362918
291.117563 0.294005
296.465224 0.347661
301.754673 0.289449
307.059406 0.304733
312.310997 0.251591
317.508434 0.197437
322.721396 0.212962
327.867089 0.145693
332.976118 0.109029
338.087344 0.111226
343.148591 0.061247
348.195258 0.046667
353.298274 0.103016
358.359228 0.060954
363.391241 0.032013
368.430125 0.038884
373.442568 0.012443
378.498344 0.055776
383.558382 0.060038
388.629636 0.071254
393.709258 0.079622
398.742022 0.032764
403.765528 0.023506
408.854862 0.089334
413.863845 0.008983
418.926993 0.063148
424.075432 0.148439
429.152009 0.076577
434.217819 0.065810
439.286069 0.068250
444.347718 0.061649
489.364907 0.017189
494.432915 0.068008
499.526165 0.093250
504.564915 0.038750
514.659387 0.094472
519.755762 0.096375
524.858426 0.102664
529.945095 0.086669
534.989115 0.044020
540.043209 0.054094
545.109067 0.065858
550.181993 0.072926
555.230358 0.048365
560.288202 0.057844
565.348373 0.060171
570.440009 0.091636
575.481999 0.041990
580.576616 0.094617
585.670364 0.093748
590.753578 0.083214
635.811615 0.058037
640.869961 0.058346
645.898746 0.028785
650.938501 0.039755
655.992893 0.054392
661.051662 0.058769
671.105659 0.053997
676.172195 0.066536
681.209709 0.037514
686.242875 0.033166
691.295033 0.052158
696.417590 0.122557
701.524693 0.107103
771.690441 0.165748
776.880979 0.190538
782.110422 0.229443
787.321774 0.211352
792.349393 0.027619
797.412871 0.063478
802.528659 0.115788
807.608476 0.079817
812.647108 0.038632
817.674279 0.027171
822.719633 0.045354
827.767452 0.047819
832.812186 0.044734
837.895684 0.083498
842.985660 0.089976
848.061027 0.075367
853.155557 0.094530
858.238170 0.082613
863.257210 0.019040
868.320460 0.063250
873.388532 0.068072
878.474176 0.085644
883.540885 0.066709
888.615849 0.074964
893.742175 0.126326
898.807601 0.065426
903.928911 0.121310
909.004026 0.075115
914.044810 0.040784
