#play delay
16.404433 0.000000
31.540206 0.135773
39.374605 2.834399
50.975597 6.600992
59.599615 3.624018
64.970751 0.371136
73.299736 3.328985
80.887364 2.587628
96.707782 0.820418
104.586933 2.879151
112.384283 2.797350
119.823738 2.439455
126.800929 1.977191
132.996390 1.195461
139.426661 1.430271
146.248894 1.822233
152.695958 1.447064
158.371141 0.675183
164.340640 0.969499
170.297258 0.956618
175.756329 0.459071
181.755192 0.998863
187.124069 0.368877
192.408387 0.284318
198.423226 1.014839
204.442063 1.018837
210.368871 0.926808
215.836787 0.467916
221.339604 0.502817
226.872231 0.532627
232.844454 0.972223
238.980764 1.136310
258.980764 0.000000
264.480436 0.499672
270.313101 0.832665
305.374364 0.061263
320.423020 0.048656
385.606946 0.183926
395.689055 0.082109
400.863184 0.174129
411.091837 0.228653
436.582725 0.490888
467.166109 0.583384
477.331183 0.165074
497.619527 0.288344
502.759492 0.139965
554.143440 1.383948
