#play delay
33.549044 2.116080
40.937968 2.388924
46.193514 0.255546
51.495184 0.301670
56.681551 0.186367
62.028978 0.347427
70.611554 3.582576
75.774505 0.162951
80.938721 0.164216
92.412658 1.473937
100.083974 2.671316
105.366417 0.282443
115.388503 0.022086
125.397497 0.008994
130.758790 0.361293
136.159328 0.400538
146.206214 0.046886
156.652367 0.446153
161.704430 0.052063
166.986612 0.282182
177.470731 0.484119
187.577162 0.106431
192.872023 0.294861
198.258103 0.386080
213.732177 0.474074
224.350220 0.618043
229.881173 0.530953
235.196044 0.314871
405.490639 0.294595
410.518170 0.027531
415.804351 0.286181
420.957229 0.152878
426.236520 0.279291
431.404669 0.168149
436.605987 0.201318
441.799974 0.193987
446.896593 0.096619
452.041756 0.145163
457.222925 0.181169
462.234386 0.011461
492.452009 0.217623
497.627206 0.175197
502.962872 0.335666
509.163200 1.200328
539.231621 0.068421
544.250955 0.019334
549.772234 0.521279
555.315399 0.543165
561.265520 0.950121
566.376163 0.110643
786.595048 0.218885
791.836098 0.241050
797.202279 0.366181
802.508211 0.305932
807.821315 0.313104
813.057482 0.236167
818.230455 0.172973
823.657819 0.427364
829.132989 0.475170
834.695623 0.562634
840.248216 0.552593
845.831612 0.583396
851.400438 0.568826
856.913830 0.513392
862.344024 0.430194
867.510787 0.166763
872.589372 0.078585
877.697768 0.108396
882.758929 0.061161
887.864103 0.105174
892.974404 0.110301
898.050613 0.076209
