#play delay
7.736921 1.479478
12.736921 0.000000
32.736921 0.000000
40.609579 2.872658
45.683319 0.073740
52.346914 1.663595
57.531760 0.184846
62.731410 0.199650
68.055348 0.323938
73.667931 0.612583
79.628275 0.960344
124.669560 0.041285
129.782741 0.113181
369.798486 0.015745
484.863053 0.064567
514.863053 0.000000
594.877662 0.014609
600.130785 0.253123
605.367229 0.236444
610.595325 0.228096
615.807566 0.212241
620.944525 0.136959
626.052188 0.107663
631.164069 0.111881
636.299671 0.135602
641.317234 0.017563
