#play delay
10.832460 5.832460
20.832460 0.000000
36.134524 0.302064
43.850868 2.716344
49.569716 0.718848
55.726234 1.156518
62.070219 1.343985
69.591161 2.520942
75.283403 0.692242
80.911176 0.627773
86.516562 0.605386
92.371211 0.854649
98.367801 0.996590
104.260557 0.892756
110.303117 1.042560
125.394610 0.091493
130.542141 0.147531
260.542141 0.000000
315.608266 0.066125
370.878063 0.269797
375.927745 0.049682
436.099052 0.171307
486.202358 0.103306
596.360830 0.158472
601.515129 0.154299
606.656657 0.141528
611.858744 0.202087
617.094032 0.235288
622.304280 0.210248
627.488773 0.184493
632.668872 0.180099
637.967010 0.298138
643.094349 0.127339
773.162840 0.068491
778.585449 0.422609
793.873032 0.287583
799.580782 0.707750
815.069840 0.489058
820.121653 0.051813
825.539092 0.417439
835.710437 0.171345
870.901562 0.191125
