#play delay
14.823108 9.823108
19.823108 0.000000
65.413068 5.589960
72.876118 2.463050
80.969132 3.093014
88.032171 2.063039
95.005277 1.973106
101.165327 1.160050
108.007884 1.842557
113.279018 0.271134
118.627282 0.348264
123.981687 0.354405
129.099632 0.117945
134.339946 0.240314
139.639131 0.299185
144.917928 0.278797
150.044508 0.126580
155.407993 0.363485
160.615204 0.207211
165.688814 0.073610
170.755974 0.067160
175.850178 0.094204
180.919600 0.069422
186.029213 0.109613
191.126331 0.097118
196.198412 0.072081
201.307661 0.109249
206.379410 0.071749
211.448912 0.069502
216.613273 0.164361
221.923630 0.310357
227.138924 0.215294
232.421849 0.282925
237.651808 0.229959
242.976110 0.324302
248.261543 0.285433
253.566670 0.305127
259.012498 0.445828
264.489385 0.476887
270.070139 0.580754
275.582646 0.512507
280.784951 0.202305
285.908510 0.123559
291.244103 0.335593
296.416551 0.172448
301.471682 0.055131
306.633792 0.162110
