#play delay
16.272718 0.000000
31.387543 0.114825
37.714658 1.327115
48.722001 1.007343
58.775651 0.053650
64.288237 0.512586
129.288237 0.000000
274.303986 0.015749
289.344094 0.040108
294.392153 0.048059
299.439990 0.047837
304.486191 0.046201
309.513648 0.027457
314.566647 0.052999
319.636398 0.069751
324.732744 0.096346
329.822797 0.090053
334.906183 0.083386
340.016802 0.110619
345.144935 0.128133
515.144935 0.000000
580.206987 0.062052
585.454768 0.247781
590.642689 0.187921
790.652108 0.009419
795.685432 0.033324
800.710998 0.025566
805.746549 0.035551
810.794262 0.047713
815.862187 0.067925
820.902174 0.039987
825.943424 0.041250
830.985910 0.042486
836.048429 0.062519
841.108098 0.059669
846.187595 0.079497
851.224682 0.037087
