#play delay
10.297514 3.978868
31.518929 1.221415
37.993581 1.474652
44.497611 1.504030
50.467025 0.969414
56.875237 1.408212
64.642184 2.766947
69.901140 0.258956
75.066509 0.165369
80.215104 0.148595
85.332992 0.117888
90.485719 0.152727
95.652633 0.166914
100.855555 0.202922
106.051011 0.195456
111.279652 0.228641
116.487839 0.208187
121.714165 0.226326
127.000854 0.286689
132.225292 0.224438
137.616472 0.391180
147.965404 0.348932
164.002171 1.036767
169.552400 0.550229
180.188437 0.636037
195.547411 0.358974
270.582320 0.034909
285.608415 0.026095
290.632911 0.024496
295.685926 0.053015
300.700591 0.014665
305.737469 0.036878
310.762270 0.024801
315.819606 0.057336
320.906828 0.087222
325.970368 0.063540
331.035462 0.065094
336.094785 0.059323
341.211383 0.116598
346.379741 0.168358
581.566970 0.187229
586.786219 0.219249
592.185693 0.399474
757.201694 0.016001
797.315908 0.114214
802.362912 0.047004
812.511876 0.148964
817.633166 0.121290
822.739052 0.105886
827.791153 0.052101
832.898095 0.106942
838.022769 0.124674
843.092166 0.069397
848.224396 0.132230
853.374151 0.149755
