#play delay
12.575537 6.433753
27.657382 0.081845
34.219662 1.562280
40.046260 0.826598
45.460839 0.414579
51.542868 1.082029
59.126199 2.583331
64.482960 0.356761
69.741272 0.258312
74.948570 0.207298
80.099548 0.150978
85.206654 0.107106
90.368351 0.161697
95.518441 0.150090
100.692303 0.173862
105.889495 0.197192
111.120273 0.230778
116.328906 0.208633
121.463453 0.134547
126.696844 0.233391
131.923631 0.226787
137.297839 0.374208
143.273636 0.975797
164.255963 0.982327
169.876249 0.620286
175.251301 0.375052
185.583410 0.332109
260.583410 0.000000
270.635773 0.052363
285.670769 0.034996
290.690350 0.019581
295.740781 0.050431
300.757886 0.017105
305.795952 0.038066
310.817217 0.021265
315.879989 0.062772
320.967026 0.087037
326.035973 0.068947
331.102476 0.066503
336.169602 0.067126
341.280733 0.111131
346.453934 0.173201
456.458619 0.004685
581.697701 0.239082
586.924703 0.227002
592.323452 0.398749
757.365938 0.042486
797.484353 0.118415
802.537044 0.052691
812.684352 0.147308
817.811796 0.127444
822.902779 0.090983
827.962781 0.060002
833.073041 0.110260
838.195862 0.122821
843.264775 0.068913
848.390985 0.126210
853.539899 0.148914
