#play delay
9.512644 4.512644
19.512644 0.000000
54.520356 5.007712
62.372095 2.851739
70.215882 2.843787
76.282730 1.066848
82.580895 1.298165
89.433170 1.852275
95.294532 0.861362
100.835877 0.541345
105.887195 0.051318
110.952195 0.065000
116.048676 0.096481
121.138405 0.089729
126.202536 0.064131
131.293600 0.091064
136.398145 0.104545
141.669638 0.271493
146.691256 0.021618
161.821990 0.130734
166.933108 0.111118
172.236367 0.303259
177.649885 0.413518
182.768880 0.118995
193.021701 0.252821
198.241707 0.220006
203.505128 0.263421
213.543648 0.038520
218.797256 0.253608
223.989662 0.192406
228.995371 0.005709
234.295270 0.299899
239.629444 0.334174
244.660315 0.030871
249.943158 0.282843
255.145608 0.202450
260.158415 0.012807
265.370976 0.212561
270.746665 0.375689
415.825356 0.078691
515.825356 0.000000
755.919565 0.094209
760.947787 0.028222
765.965006 0.017219
770.967101 0.002095
776.033450 0.066349
781.156545 0.123095
786.396063 0.239518
791.962400 0.566337
797.886048 0.923648
803.023960 0.137912
808.138380 0.114420
813.357927 0.219547
818.568474 0.210547
823.761072 0.192598
828.882802 0.121730
834.052144 0.169342
839.261685 0.209541
844.468513 0.206828
849.693873 0.225360
854.946126 0.252253
860.122781 0.176655
865.321590 0.198809
870.526916 0.205326
875.634625 0.107709
880.672200 0.037575
