#play delay
15.019062 10.019062
20.019062 0.000000
65.019062 0.000000
90.061132 0.042070
95.200539 0.139407
105.449418 0.248879
111.172038 0.722620
122.904732 1.732694
129.860461 1.955729
136.815901 1.955440
142.680750 0.864849
148.607895 0.927145
154.663462 1.055567
160.838170 1.174708
167.021427 1.183257
173.376690 1.355263
179.739381 1.362691
186.100833 1.361452
192.522709 1.421876
197.812382 0.289673
203.092002 0.279620
208.337834 0.245832
213.584825 0.246991
218.839397 0.254572
224.092529 0.253132
229.356358 0.263829
234.638671 0.282313
239.916232 0.277561
245.201661 0.285429
250.506619 0.304958
255.773854 0.267235
261.104782 0.330928
266.478425 0.373643
271.785942 0.307517
277.081101 0.295159
282.397796 0.316695
287.764014 0.366218
293.079096 0.315082
298.395959 0.316863
303.730845 0.334886
309.063912 0.333067
314.417501 0.353589
319.757054 0.339553
325.096347 0.339293
330.433035 0.336688
335.765673 0.332638
341.080384 0.314711
346.399399 0.319015
351.684752 0.285353
357.012170 0.327418
362.385842 0.373672
367.709842 0.324000
373.047449 0.337607
378.358091 0.310642
383.685188 0.327097
388.952000 0.266812
394.315448 0.363448
399.636160 0.320712
404.910012 0.273852
410.109858 0.199846
415.431142 0.321284
420.699871 0.268729
426.137408 0.437537
431.264725 0.127317
436.631813 0.367088
447.029725 0.397912
452.054977 0.025252
457.316454 0.261477
462.603348 0.286894
472.833124 0.229776
478.006395 0.173271
483.314573 0.308178
493.639247 0.324674
499.032795 0.393548
504.100718 0.067923
509.206013 0.105295
514.545560 0.339547
519.610760 0.065200
529.929974 0.319214
535.368193 0.438219
550.701034 0.332841
556.252469 0.551435
561.378994 0.126525
571.555794 0.176800
576.877527 0.321733
582.436351 0.558824
602.790487 0.354136
608.112181 0.321694
633.406605 0.294424
638.759289 0.352684
644.093216 0.333927
669.381351 0.288135
674.793936 0.412585
705.146869 0.352933
735.307816 0.160947
740.614582 0.306766
745.816784 0.202202
765.934464 0.117680
791.167092 0.232628
796.536308 0.369216
826.861092 0.324784
832.169353 0.308261
837.465246 0.295893
842.786399 0.321153
848.118002 0.331603
853.132835 0.014833
858.325880 0.193045
863.346199 0.020319
868.658717 0.312518
893.980617 0.321900
904.141892 0.161275
914.410450 0.268558
939.729926 0.319476
945.006709 0.276783
