#play delay
16.573706 11.573706
122.312223 0.738517
128.060211 0.747988
133.819156 0.758945
139.593381 0.774225
145.521748 0.928367
151.496778 0.975030
157.601130 1.104352
163.768433 1.167303
170.046447 1.278014
175.209915 0.163468
180.382039 0.172124
185.545913 0.163874
190.719610 0.173697
196.002286 0.282676
201.293273 0.290987
206.543770 0.250497
211.803991 0.260221
217.060044 0.256053
222.299149 0.239105
227.547857 0.248708
232.827892 0.280035
238.106139 0.278247
243.392455 0.286316
248.692031 0.299576
253.980937 0.288906
259.280763 0.299826
264.649789 0.369026
269.991532 0.341743
275.268517 0.276985
280.598196 0.329679
285.931954 0.333758
291.279021 0.347067
296.605166 0.326145
301.923026 0.317860
307.248222 0.325196
312.581714 0.333492
317.928955 0.347241
323.276277 0.347322
328.615331 0.339054
333.948826 0.333495
339.255523 0.306697
344.604597 0.349074
349.891909 0.287312
355.196423 0.304514
360.569340 0.372917
365.910574 0.341234
371.228538 0.317964
376.553389 0.324851
381.857386 0.303997
387.260648 0.403262
392.491217 0.230569
397.919301 0.428084
403.197420 0.278119
408.340946 0.143526
413.681140 0.340194
418.882924 0.201784
424.316484 0.433560
429.534171 0.217687
434.734648 0.200477
439.944558 0.209910
445.105407 0.160849
450.339831 0.234424
455.453904 0.114073
460.802735 0.348831
471.020094 0.217359
476.292649 0.272555
486.324106 0.031457
491.349008 0.024902
501.669130 0.320122
511.944971 0.275841
527.184770 0.239799
532.676435 0.491665
547.689096 0.012661
553.061670 0.372574
573.359646 0.297976
578.795847 0.436201
599.047283 0.251436
604.389893 0.342610
609.820745 0.430852
629.910068 0.089323
635.222577 0.312509
640.628059 0.405482
646.019922 0.391863
651.348687 0.328765
666.430204 0.081517
671.798772 0.368568
677.307813 0.509041
682.503730 0.195917
687.659480 0.155750
702.983871 0.324391
708.468525 0.484654
713.735007 0.266482
718.942822 0.207815
733.944344 0.001522
739.217656 0.273312
744.715786 0.498130
749.898065 0.182279
755.173577 0.275512
760.322344 0.148767
770.514025 0.191681
775.775217 0.261192
790.970469 0.195252
796.343498 0.373029
801.893256 0.549758
827.218692 0.325436
832.535963 0.317271
837.847523 0.311560
843.173294 0.325771
868.465663 0.292369
893.749171 0.283508
908.946286 0.197115
919.408157 0.461871
939.726585 0.318428
945.002396 0.275811
