#play delay
16.973604 0.000000
47.010318 0.036714
52.387157 0.376839
62.943834 0.556677
68.587507 0.643673
74.109596 0.522089
79.664916 0.555320
84.699054 0.034138
96.617494 1.918440
102.321329 0.703835
108.218088 0.896759
113.787767 0.569679
119.494518 0.706751
125.169234 0.674716
130.898840 0.729606
136.453006 0.554166
142.309935 0.856929
148.050304 0.740369
153.653717 0.603413
159.263293 0.609576
164.702577 0.439284
170.059452 0.356875
175.095411 0.035959
180.182254 0.086843
185.456117 0.273863
190.702887 0.246770
195.938868 0.235981
201.328543 0.389675
206.446030 0.117487
211.961946 0.515916
217.469845 0.507899
227.863278 0.393433
232.913305 0.050027
237.957442 0.044137
243.081211 0.123769
408.142118 0.060907
443.160130 0.018012
458.225889 0.065759
513.225889 0.000000
533.275397 0.049508
538.354092 0.078695
558.652660 0.298568
839.214332 0.561672
844.922125 0.707793
850.462696 0.540571
856.095279 0.632583
861.891446 0.796167
867.643038 0.751592
873.364435 0.721397
879.126815 0.762380
884.865623 0.738808
890.652231 0.786608
896.318735 0.666504
902.081342 0.762607
907.904292 0.822950
913.589560 0.685268
