#play delay
36.986202 0.484714
47.075125 0.088923
52.423430 0.348305
63.493975 1.070545
70.012981 1.519006
76.339673 1.326692
82.100522 0.760849
87.413112 0.312590
94.590018 2.176906
100.660783 1.070765
106.433625 0.772842
112.018876 0.585251
117.860340 0.841464
123.475036 0.614696
129.021527 0.546491
134.876598 0.855071
140.435862 0.559264
146.192846 0.756984
152.055771 0.862925
157.757107 0.701336
163.256391 0.499284
168.445691 0.189300
173.616586 0.170895
178.728877 0.112291
183.863555 0.134678
189.112329 0.248774
194.207283 0.094954
199.444623 0.237340
204.891145 0.446522
210.162268 0.271123
215.742951 0.580683
220.885080 0.142129
226.285681 0.400601
231.439331 0.153650
242.080871 0.641540
387.187284 0.106413
397.306747 0.119463
402.516263 0.209516
407.944719 0.428456
413.115234 0.170515
418.449608 0.334374
423.978786 0.529178
429.317717 0.338931
434.555402 0.237685
440.071995 0.516593
445.881097 0.809102
451.522821 0.641724
456.767887 0.245066
462.354931 0.587044
467.707068 0.352137
473.009364 0.302296
483.054555 0.045191
488.307147 0.252592
493.574394 0.267247
503.739130 0.164736
508.940694 0.201564
514.188388 0.247694
524.350738 0.162350
529.769785 0.419047
535.524351 0.754566
540.937602 0.413251
556.714705 0.777103
562.613809 0.899104
787.916048 0.302239
793.262993 0.346945
798.625562 0.362569
804.089861 0.464299
809.565534 0.475673
839.594395 0.028861
844.707560 0.113165
849.717320 0.009760
854.720805 0.003485
859.962792 0.241987
865.150600 0.187808
870.324826 0.174226
875.526206 0.201380
880.691847 0.165641
885.846009 0.154162
891.000805 0.154796
896.128583 0.127778
901.300797 0.172214
906.511359 0.210562
911.712166 0.200807
