#play delay
67.206836 0.320173
132.206836 0.000000
307.442506 0.235670
402.651661 0.209155
407.707755 0.056094
413.116339 0.408584
423.364553 0.248214
428.466167 0.101614
433.665517 0.199350
438.950376 0.284859
444.169668 0.219292
449.178768 0.009100
454.424968 0.246200
459.508954 0.083986
464.795833 0.286879
469.903196 0.107363
474.988559 0.085363
480.029920 0.041361
485.100256 0.070336
490.125095 0.024839
500.176218 0.051123
505.275811 0.099593
515.366089 0.090278
525.559209 0.193120
531.507147 0.947938
537.168793 0.661646
542.305783 0.136990
547.570524 0.264741
553.227236 0.656712
568.706199 0.478963
573.777995 0.071796
759.019861 0.241866
764.199007 0.179146
769.409791 0.210784
774.898094 0.488303
780.448602 0.550508
785.854198 0.405596
791.358910 0.504712
796.996597 0.637687
802.495405 0.498808
808.126003 0.630598
813.745927 0.619924
819.356168 0.610241
824.885028 0.528860
830.517272 0.632244
836.102089 0.584817
841.822033 0.719944
847.373813 0.551780
853.031134 0.657321
858.690400 0.659266
864.434397 0.743997
870.142385 0.707988
875.911988 0.769603
881.297288 0.385300
886.551109 0.253821
892.043997 0.492888
897.591010 0.547013
