#play delay
12.374986 7.374986
67.374986 0.000000
93.928855 1.553869
309.271409 0.342554
409.582425 0.311016
419.821612 0.239187
429.873345 0.051733
455.296940 0.423595
461.227980 0.931040
476.642416 0.414436
483.001081 1.358665
489.201528 1.200447
504.320101 0.118573
510.230737 0.910636
530.560082 0.329345
537.499567 1.939485
543.825534 1.325967
550.362216 1.536682
555.401913 0.039697
566.347269 0.945356
572.679590 1.332321
578.039486 0.359896
788.043585 0.004099
793.071716 0.028131
798.197883 0.126167
808.346605 0.148722
824.458965 1.112360
835.650180 1.191215
841.941806 1.291626
848.109590 1.167784
863.267343 0.157753
868.377013 0.109670
874.745400 1.368387
885.630399 0.884999
896.763213 1.132814
