#play delay
17.605102 12.605102
32.605102 0.000000
60.014777 2.409675
65.624471 0.609694
71.025343 0.400872
76.339370 0.314027
82.118461 0.779091
92.364092 0.245631
97.702359 0.338267
103.103312 0.400953
158.283544 0.180232
163.480599 0.197055
168.775159 0.294560
173.994756 0.219597
179.269509 0.274753
184.557153 0.287644
189.812202 0.255049
195.113966 0.301764
200.279763 0.165797
205.366965 0.087202
210.425374 0.058409
215.522243 0.096869
220.595268 0.073025
225.745828 0.150560
230.790315 0.044487
235.816515 0.026200
270.846070 0.029555
275.919719 0.073649
281.011026 0.091307
286.125619 0.114593
291.177568 0.051949
301.209483 0.031915
306.280395 0.070912
311.351248 0.070853
316.392847 0.041599
321.776018 0.383171
327.281441 0.505423
332.490299 0.208858
337.990207 0.499908
343.449589 0.459382
348.900836 0.451247
354.236964 0.336128
359.834845 0.597881
364.975122 0.140277
370.273960 0.298838
375.458426 0.184466
380.526463 0.068037
385.566202 0.039739
390.597725 0.031523
395.661035 0.063310
400.745027 0.083992
405.851541 0.106514
410.878196 0.026655
415.962681 0.084485
421.104708 0.142027
426.158055 0.053347
431.185550 0.027495
436.241756 0.056206
441.297843 0.056087
446.380774 0.082931
451.507985 0.127211
456.789605 0.281620
462.428337 0.638732
502.655920 0.227583
507.896664 0.240744
513.338015 0.441351
518.593048 0.255033
524.298635 0.705587
529.667219 0.368584
544.903213 0.235994
594.957274 0.054061
600.153599 0.196325
605.289214 0.135615
610.425777 0.136563
615.507050 0.081273
620.562648 0.055598
625.673201 0.110553
630.715120 0.041919
780.760795 0.045675
785.889650 0.128855
790.991000 0.101350
796.070323 0.079323
801.174932 0.104609
806.278774 0.103842
816.285657 0.006883
821.416852 0.131195
826.534138 0.117286
831.830238 0.296100
837.352154 0.521916
842.688422 0.336268
848.065932 0.377510
853.466450 0.400518
858.979605 0.513155
864.482061 0.502456
869.851316 0.369255
875.030218 0.178902
880.349328 0.319110
885.522894 0.173566
890.633978 0.111084
