#play delay
13.252650 1.905720
23.859166 0.606516
29.888554 1.029388
35.549687 0.661133
42.428410 1.878723
49.070734 1.642324
55.353096 1.282362
60.927225 0.574129
66.527780 0.600555
72.651972 1.124192
78.643510 0.991538
84.625640 0.982130
99.757820 0.132180
129.757820 0.000000
155.071816 0.313996
160.459522 0.387706
175.684864 0.225342
181.005476 0.320612
291.065707 0.060231
296.108488 0.042781
301.160675 0.052187
306.247265 0.086590
311.252678 0.005413
316.309266 0.056588
321.460216 0.150950
326.513697 0.053481
381.665200 0.151503
436.820339 0.155139
606.911231 0.090892
611.952342 0.041111
617.018525 0.066183
622.123259 0.104734
627.244849 0.121590
632.314547 0.069698
637.378304 0.063757
642.664556 0.286252
822.823676 0.159120
828.014164 0.190488
833.103617 0.089453
838.353571 0.249954
843.357807 0.004236
893.370841 0.013034
