#play delay
66.550447 0.000000
221.601621 0.051174
226.706451 0.104830
231.771750 0.065299
296.821367 0.049617
301.889016 0.067649
306.980012 0.090996
312.039596 0.059584
317.143216 0.103620
322.205208 0.061992
327.240539 0.035331
332.305700 0.065161
337.356033 0.050333
367.370542 0.014509
372.418972 0.048430
377.485741 0.066769
382.562806 0.077065
387.618627 0.055821
392.711453 0.092826
397.778960 0.067507
402.854383 0.075423
407.949123 0.094740
448.027922 0.078799
453.090330 0.062408
458.133640 0.043310
463.205422 0.071782
468.275411 0.069989
503.329275 0.053864
508.409687 0.080412
513.469780 0.060093
518.538815 0.069035
523.607792 0.068977
528.695331 0.087539
533.757526 0.062195
538.806037 0.048511
543.877480 0.071443
548.936694 0.059214
554.022722 0.086028
559.107212 0.084490
564.196981 0.089769
569.284044 0.087063
574.374350 0.090306
579.462369 0.088019
584.575110 0.112741
619.629227 0.054117
624.731091 0.101864
629.795762 0.064671
659.834071 0.038309
704.917654 0.083583
709.994172 0.076518
715.071335 0.077163
740.095482 0.024147
745.153005 0.057523
750.234744 0.081739
755.286316 0.051572
760.366208 0.079892
765.423954 0.057746
825.461383 0.037429
830.533821 0.072438
835.583293 0.049472
840.674606 0.091313
845.764469 0.089863
850.823240 0.058771
855.906047 0.082807
895.965572 0.059525
