#play delay
36.548357 0.000000
131.548357 0.000000
221.597607 0.049250
226.701471 0.103864
231.765842 0.064371
256.765842 0.000000
296.815896 0.050054
301.882964 0.067068
306.972144 0.089180
312.029924 0.057780
317.131015 0.101091
322.193710 0.062695
327.229435 0.035725
332.289091 0.059656
337.340515 0.051424
367.348690 0.008175
372.395067 0.046377
377.456890 0.061823
382.536206 0.079316
387.592270 0.056064
392.682503 0.090233
397.748028 0.065525
402.821863 0.073835
407.917654 0.095791
447.995876 0.078222
453.057869 0.061993
458.100540 0.042671
463.169067 0.068527
468.243259 0.074192
503.289880 0.046621
508.371143 0.081263
513.430259 0.059116
518.502012 0.071753
523.569529 0.067517
528.657465 0.087936
533.716260 0.058795
538.769009 0.052749
543.837859 0.068850
548.897524 0.059665
553.985305 0.087781
559.070338 0.085033
564.161215 0.090877
569.246478 0.085263
574.335595 0.089117
579.420046 0.084451
584.531553 0.111507
619.578392 0.046839
624.681298 0.102906
629.743199 0.061901
659.771233 0.028034
704.854588 0.083355
709.930357 0.075769
715.004531 0.074174
740.014183 0.009652
745.068611 0.054428
750.151835 0.083224
755.204207 0.052372
760.283540 0.079333
765.345173 0.061633
770.345548 0.000375
825.371757 0.026209
830.443020 0.071263
835.495838 0.052818
840.586491 0.090653
845.675816 0.089325
850.736126 0.060310
855.819550 0.083424
895.864346 0.044796
