#play delay
6.547358 1.547358
32.425429 0.878071
38.435961 1.010532
44.137937 0.701976
50.628710 1.490773
56.170350 0.541640
61.647712 0.477362
67.034244 0.386532
72.273600 0.239356
77.506220 0.232620
82.795496 0.289276
88.040806 0.245310
93.232654 0.191848
118.462367 0.229713
143.580581 0.118214
148.716184 0.135603
153.852323 0.136139
159.076799 0.224476
179.248712 0.171913
184.477998 0.229286
209.577719 0.099721
214.736191 0.158472
219.957421 0.221230
245.095488 0.138067
470.168002 0.072514
475.439071 0.271069
480.581177 0.142106
485.688595 0.107418
490.764208 0.075613
495.801716 0.037508
500.843343 0.041627
505.920917 0.077574
511.036955 0.116038
516.070405 0.033450
521.084455 0.014050
526.097553 0.013098
